,open,high,low,close,volume,trade_count,vwap
2018-04-03 00:00:00-04:00,150.16,151.11,147.78,150.48,64597532.0,242368.0,149.57
2018-04-04 00:00:00-04:00,147.62,153.32,147.4,152.85,66800053.0,215918.0,150.42
2018-04-05 00:00:00-04:00,154.38,154.62,152.61,153.73,43500703.0,169195.0,153.75
2018-04-06 00:00:00-04:00,152.09,153.54,149.16,149.88,60545712.0,247009.0,151.15
2018-04-09 00:00:00-04:00,151.2,153.95,150.67,150.93,42311364.0,164917.0,152.16
2018-04-10 00:00:00-04:00,153.23,154.76,152.21,154.26,50076851.0,190554.0,153.54
2018-04-11 00:00:00-04:00,153.29,155.02,153.2,153.37,41975733.0,168326.0,153.91
2018-04-12 00:00:00-04:00,154.35,155.75,154.21,155.22,31113404.0,135089.0,155.16
2018-04-13 00:00:00-04:00,155.98,156.22,153.74,154.41,45004210.0,158771.0,154.84
2018-04-16 00:00:00-04:00,155.45,156.16,154.52,155.59,28608350.0,112175.0,155.49
2018-04-17 00:00:00-04:00,157.11,159.28,156.84,158.94,36671130.0,145867.0,158.44
2018-04-18 00:00:00-04:00,158.96,159.8,158.18,159.27,30527367.0,105460.0,159.19
2018-04-19 00:00:00-04:00,158.51,158.84,157.26,157.8,35256029.0,136317.0,157.98
2018-04-20 00:00:00-04:00,157.4,157.51,154.76,155.3,49712692.0,167789.0,155.86
2018-04-23 00:00:00-04:00,156.05,156.67,154.08,154.91,33590703.0,136452.0,155.34
2018-04-24 00:00:00-04:00,155.61,155.88,150.61,151.63,71936047.0,246656.0,152.62
2018-04-25 00:00:00-04:00,151.96,152.44,149.73,151.81,52455108.0,219591.0,151.41
2018-04-26 00:00:00-04:00,153.79,155.52,153.28,155.01,44068880.0,166790.0,154.76
2018-04-27 00:00:00-04:00,157.27,157.32,154.22,155.1,51358586.0,187747.0,155.42
2018-04-30 00:00:00-04:00,155.48,156.43,153.62,154.0,35987230.0,148904.0,154.73
2018-05-01 00:00:00-04:00,153.6,155.78,153.24,155.76,36942816.0,142593.0,154.39
2018-05-02 00:00:00-04:00,156.03,156.03,154.85,154.85,348390.0,3.0,155.29
2018-05-03 00:00:00-04:00,154.06,154.83,154.06,154.83,545317.0,302.0,154.64
2018-05-04 00:00:00-04:00,154.17,158.13,154.04,157.76,42603963.0,157256.0,156.88
2018-05-07 00:00:00-04:00,158.5,159.59,158.38,159.07,32985303.0,130372.0,159.08
2018-05-08 00:00:00-04:00,158.68,159.26,157.75,158.91,26465858.0,104942.0,158.55
2018-05-09 00:00:00-04:00,159.23,160.76,158.63,160.64,29843798.0,113465.0,160.0
2018-05-10 00:00:00-04:00,161.17,162.42,161.04,162.31,27645008.0,103282.0,161.85
2018-05-11 00:00:00-04:00,162.05,162.54,161.45,162.16,25001909.0,92083.0,162.03
2018-05-14 00:00:00-04:00,162.52,163.46,162.17,162.43,22022774.0,88267.0,162.67
2018-05-15 00:00:00-04:00,161.14,161.24,159.78,160.65,49905658.0,166248.0,160.55
2018-05-16 00:00:00-04:00,160.85,162.07,160.77,161.7,23390821.0,84611.0,161.45
2018-05-17 00:00:00-04:00,161.14,162.3,160.29,161.07,28085498.0,102635.0,161.38
2018-05-18 00:00:00-04:00,160.48,161.01,160.0,160.24,27066882.0,92299.0,160.49
2018-05-21 00:00:00-04:00,161.46,162.19,160.45,161.14,23439090.0,96570.0,161.23
2018-05-22 00:00:00-04:00,161.86,162.15,160.64,160.93,19701971.0,85000.0,161.29
2018-05-23 00:00:00-04:00,159.71,162.31,159.69,162.29,26969599.0,119227.0,161.02
2018-05-24 00:00:00-04:00,162.25,162.53,160.61,162.24,27944870.0,121198.0,161.85
2018-05-25 00:00:00-04:00,162.23,162.99,161.92,162.4,27624824.0,104850.0,162.49
2018-05-29 00:00:00-04:00,161.63,162.6,160.72,161.69,41689229.0,158459.0,161.64
2018-05-30 00:00:00-04:00,162.32,163.13,161.93,162.84,23161450.0,91962.0,162.67
2018-05-31 00:00:00-04:00,162.8,163.82,162.32,162.74,36017741.0,140775.0,162.94
2018-06-01 00:00:00-04:00,163.51,165.39,163.5,165.29,46274017.0,137862.0,164.38
2018-06-04 00:00:00-04:00,165.7,166.83,165.61,166.79,20955330.0,90446.0,166.36
2018-06-05 00:00:00-04:00,167.16,167.58,166.56,167.3,25153761.0,101029.0,167.14
2018-06-06 00:00:00-04:00,167.48,168.31,166.63,168.28,25509111.0,101366.0,167.58
2018-06-07 00:00:00-04:00,168.33,168.35,166.07,166.91,39900363.0,176787.0,167.02
2018-06-08 00:00:00-04:00,166.09,167.34,165.72,166.92,31926552.0,123400.0,166.57
2018-06-11 00:00:00-04:00,166.79,167.78,166.77,167.37,22605883.0,85983.0,167.35
2018-06-12 00:00:00-04:00,167.6,168.41,167.42,168.25,23004011.0,94903.0,167.92
2018-06-13 00:00:00-04:00,168.5,169.5,167.87,168.24,38175598.0,146285.0,168.7
2018-06-14 00:00:00-04:00,169.01,170.22,168.89,169.94,36530996.0,136166.0,169.6
2018-06-15 00:00:00-04:00,169.35,169.68,168.52,169.35,49553617.0,145863.0,169.31
2018-06-18 00:00:00-04:00,168.32,169.4,167.76,169.25,32190335.0,99779.0,168.99
2018-06-19 00:00:00-04:00,167.1,168.81,166.58,168.77,38772095.0,150952.0,167.91
2018-06-20 00:00:00-04:00,169.53,170.67,169.4,169.97,33376231.0,122118.0,169.93
2018-06-21 00:00:00-04:00,170.39,170.58,168.17,168.49,43930636.0,153032.0,169.04
2018-06-22 00:00:00-04:00,169.07,169.13,167.52,168.12,30317596.0,143878.0,168.23
2018-06-25 00:00:00-04:00,166.62,166.85,162.84,164.33,78968837.0,341818.0,164.43
2018-06-26 00:00:00-04:00,164.93,165.95,164.33,165.0,39739688.0,162291.0,165.13
2018-06-27 00:00:00-04:00,165.68,166.45,162.65,162.76,53514530.0,236051.0,164.39
2018-06-28 00:00:00-04:00,162.56,164.72,162.22,164.16,46924781.0,221843.0,163.4
2018-06-29 00:00:00-04:00,164.94,165.82,164.36,164.6,36798193.0,166658.0,165.02
2018-07-02 00:00:00-04:00,163.06,165.75,162.7,165.7,32100298.0,155609.0,164.38
2018-07-03 00:00:00-04:00,166.29,166.33,163.62,163.79,25846791.0,119095.0,165.0
2018-07-05 00:00:00-04:00,164.85,165.95,164.01,165.82,32116311.0,144255.0,165.26
2018-07-06 00:00:00-04:00,166.19,168.52,165.9,168.4,38037709.0,154379.0,167.65
2018-07-09 00:00:00-04:00,169.24,169.95,168.6,169.91,27906312.0,114093.0,169.4
2018-07-10 00:00:00-04:00,170.13,170.42,169.45,170.04,24183646.0,106925.0,169.97
2018-07-11 00:00:00-04:00,168.73,169.8,168.58,169.18,31404023.0,136560.0,169.23
2018-07-12 00:00:00-04:00,169.93,172.09,169.81,172.09,28675639.0,121062.0,171.37
2018-07-13 00:00:00-04:00,172.05,172.51,171.6,172.23,28358719.0,112592.0,172.18
2018-07-16 00:00:00-04:00,172.26,172.56,171.53,171.82,21584464.0,85443.0,171.97
2018-07-17 00:00:00-04:00,170.02,173.23,170.0,172.87,32003350.0,138487.0,172.13
2018-07-18 00:00:00-04:00,172.88,173.03,172.01,172.54,23495964.0,96355.0,172.57
2018-07-19 00:00:00-04:00,171.98,172.49,171.48,171.68,31411495.0,123797.0,171.89
2018-07-20 00:00:00-04:00,172.2,172.77,171.45,171.64,36869093.0,116921.0,171.93
2018-07-23 00:00:00-04:00,171.12,172.26,170.44,172.19,22555764.0,96736.0,171.65
2018-07-24 00:00:00-04:00,173.94,174.57,172.19,172.9,37248016.0,138049.0,173.14
2018-07-25 00:00:00-04:00,172.95,175.42,172.89,175.31,36412829.0,130574.0,174.1
2018-07-26 00:00:00-04:00,172.94,173.49,172.43,172.66,41562025.0,171358.0,173.07
2018-07-27 00:00:00-04:00,173.82,173.86,169.35,170.33,60160971.0,254042.0,171.02
2018-07-30 00:00:00-04:00,170.36,170.43,167.11,167.92,60986673.0,259156.0,168.36
2018-07-31 00:00:00-04:00,168.53,169.86,167.64,169.2,47947107.0,190686.0,168.99
2018-08-01 00:00:00-04:00,169.61,170.36,168.9,169.85,37582376.0,161095.0,169.61
2018-08-02 00:00:00-04:00,168.65,172.36,168.57,172.17,48417650.0,181694.0,171.09
2018-08-03 00:00:00-04:00,172.42,172.69,171.73,172.69,29168230.0,120498.0,172.35
2018-08-06 00:00:00-04:00,172.58,173.75,172.36,173.7,25353609.0,102978.0,173.23
2018-08-07 00:00:00-04:00,174.17,174.66,173.82,174.33,30440649.0,117227.0,174.26
2018-08-08 00:00:00-04:00,174.1,174.86,173.63,174.55,23171974.0,102896.0,174.42
2018-08-09 00:00:00-04:00,174.47,175.13,174.18,174.44,19020488.0,82881.0,174.66
2018-08-10 00:00:00-04:00,173.26,173.78,172.46,173.11,34387800.0,138328.0,173.23
2018-08-13 00:00:00-04:00,173.42,174.54,172.84,172.92,26460848.0,124241.0,173.46
2018-08-14 00:00:00-04:00,173.58,174.2,172.65,174.0,21381931.0,95241.0,173.73
2018-08-15 00:00:00-04:00,172.69,173.16,170.81,171.87,59267830.0,253246.0,171.72
2018-08-16 00:00:00-04:00,173.16,173.56,172.1,172.44,28302132.0,120677.0,172.83
2018-08-17 00:00:00-04:00,171.99,172.91,170.95,172.47,36418229.0,141869.0,172.07
2018-08-20 00:00:00-04:00,172.88,172.92,171.65,172.32,25106596.0,103351.0,172.27
2018-08-21 00:00:00-04:00,172.86,173.99,172.73,172.95,26794783.0,106523.0,173.18
2018-08-22 00:00:00-04:00,172.57,173.83,172.37,173.63,18470951.0,82326.0,173.34
2018-08-23 00:00:00-04:00,173.35,174.57,173.09,173.38,26261312.0,103335.0,173.68
2018-08-24 00:00:00-04:00,173.95,175.13,173.91,174.99,23669161.0,94495.0,174.8
2018-08-27 00:00:00-04:00,175.9,176.77,175.59,176.77,30433261.0,99089.0,176.45
2018-08-28 00:00:00-04:00,177.21,177.42,176.66,177.03,20597298.0,82085.0,177.03
2018-08-29 00:00:00-04:00,177.32,179.17,177.27,179.07,29528524.0,114838.0,178.52
2018-08-30 00:00:00-04:00,178.76,179.82,178.16,178.76,29680346.0,128460.0,178.96
2018-08-31 00:00:00-04:00,178.53,179.49,178.34,178.99,28897610.0,112209.0,178.88
2018-09-04 00:00:00-04:00,178.46,178.75,177.26,178.22,29509042.0,122984.0,178.15
2018-09-05 00:00:00-04:00,177.93,177.93,175.31,175.92,43117204.0,185723.0,176.23
2018-09-06 00:00:00-04:00,176.0,176.2,173.16,174.34,46546531.0,207296.0,174.34
2018-09-07 00:00:00-04:00,173.12,175.17,173.03,173.67,47312957.0,184769.0,174.12
2018-09-10 00:00:00-04:00,174.64,174.77,173.3,174.26,26435620.0,119588.0,174.07
2018-09-11 00:00:00-04:00,173.54,175.89,173.11,175.6,30715830.0,131649.0,174.92
2018-09-12 00:00:00-04:00,175.36,175.47,173.58,175.08,36536380.0,165829.0,174.74
2018-09-13 00:00:00-04:00,176.13,177.29,176.1,176.95,32163264.0,125574.0,176.64
2018-09-14 00:00:00-04:00,177.08,177.35,175.73,176.43,31362748.0,124822.0,176.63
2018-09-17 00:00:00-04:00,176.12,176.26,173.73,173.89,33720638.0,160573.0,174.69
2018-09-18 00:00:00-04:00,174.07,176.19,173.95,175.33,32406106.0,129220.0,175.32
2018-09-19 00:00:00-04:00,175.35,175.77,174.06,175.2,32104586.0,152000.0,174.81
2018-09-20 00:00:00-04:00,176.4,177.37,175.98,177.13,34042959.0,150167.0,176.86
2018-09-21 00:00:00-04:00,177.66,177.86,175.95,176.17,38576694.0,140629.0,176.8
2018-09-24 00:00:00-04:00,174.9,176.72,174.17,176.66,35244097.0,147034.0,175.78
2018-09-25 00:00:00-04:00,176.55,177.03,175.97,176.9,25661675.0,98789.0,176.69
2018-09-26 00:00:00-04:00,177.0,178.67,176.67,177.02,36869621.0,156033.0,177.56
2018-09-27 00:00:00-04:00,177.76,179.15,177.64,178.52,33543297.0,125375.0,178.56
2018-09-28 00:00:00-04:00,177.96,178.95,177.69,178.48,28263701.0,121067.0,178.3
2018-10-01 00:00:00-04:00,179.47,180.15,178.39,178.85,27775202.0,115735.0,179.27
2018-10-02 00:00:00-04:00,178.63,179.81,178.03,178.44,26042226.0,125177.0,178.86
2018-10-03 00:00:00-04:00,179.18,179.61,178.36,178.63,29418347.0,135532.0,178.99
2018-10-04 00:00:00-04:00,177.93,178.03,173.94,175.2,81889348.0,328511.0,175.73
2018-10-05 00:00:00-04:00,175.21,175.77,171.41,173.06,84050210.0,391239.0,173.28
2018-10-08 00:00:00-04:00,172.31,173.54,169.97,172.01,67245036.0,314272.0,171.67
2018-10-09 00:00:00-04:00,172.15,173.9,171.72,172.56,49605804.0,242289.0,172.7
2018-10-10 00:00:00-04:00,171.51,171.59,164.75,164.97,117264070.0,546607.0,168.05
2018-10-11 00:00:00-04:00,164.31,166.58,161.21,162.93,145362498.0,802077.0,164.14
2018-10-12 00:00:00-04:00,167.14,167.98,164.21,167.46,103074017.0,545589.0,166.21
2018-10-15 00:00:00-04:00,166.86,167.19,164.81,165.43,65955853.0,310039.0,166.19
2018-10-16 00:00:00-04:00,167.17,170.66,166.87,170.25,73473446.0,299326.0,168.91
2018-10-17 00:00:00-04:00,171.13,171.25,168.57,170.31,67406976.0,319368.0,169.95
2018-10-18 00:00:00-04:00,169.65,169.73,165.66,166.37,83657266.0,399725.0,167.31
2018-10-19 00:00:00-04:00,167.53,169.14,165.61,166.21,83267833.0,361524.0,167.05
2018-10-22 00:00:00-04:00,167.21,168.35,165.8,167.07,54266344.0,245512.0,167.18
2018-10-23 00:00:00-04:00,164.07,167.28,162.18,166.45,77959626.0,428510.0,164.67
2018-10-24 00:00:00-04:00,166.31,166.54,158.55,158.83,104543612.0,516143.0,162.41
2018-10-25 00:00:00-04:00,161.38,165.31,160.58,164.33,85630283.0,413730.0,163.18
2018-10-26 00:00:00-04:00,158.74,163.27,157.77,160.1,132646994.0,681592.0,160.26
2018-10-29 00:00:00-04:00,162.5,163.18,153.79,156.81,113600209.0,548225.0,158.72
2018-10-30 00:00:00-04:00,156.39,159.5,155.64,159.39,93476296.0,496465.0,157.85
2018-10-31 00:00:00-04:00,161.92,164.51,161.91,163.14,75503782.0,350088.0,163.07
2018-11-01 00:00:00-04:00,163.39,165.46,162.14,165.29,53514814.0,269113.0,164.06
2018-11-02 00:00:00-04:00,164.78,165.76,161.6,162.72,76595612.0,387557.0,163.34
2018-11-05 00:00:00-05:00,162.94,162.99,160.51,162.31,40026336.0,225013.0,161.74
2018-11-06 00:00:00-05:00,162.28,164.45,162.08,163.54,34707173.0,171965.0,163.28
2018-11-07 00:00:00-05:00,165.47,168.67,165.11,168.67,52759996.0,259610.0,167.25
2018-11-08 00:00:00-05:00,167.88,168.41,166.8,167.6,40768548.0,187603.0,167.62
2018-11-09 00:00:00-05:00,166.03,166.43,163.47,164.77,51190627.0,227860.0,165.03
2018-11-12 00:00:00-05:00,163.63,163.93,159.64,159.79,63834896.0,315091.0,160.94
2018-11-13 00:00:00-05:00,160.57,162.81,159.47,159.92,64852331.0,365925.0,160.82
2018-11-14 00:00:00-05:00,161.48,162.06,157.79,158.7,76352545.0,403592.0,159.45
2018-11-15 00:00:00-05:00,158.35,161.91,157.03,161.48,74069804.0,347185.0,159.86
2018-11-16 00:00:00-05:00,159.94,161.69,159.26,160.91,66183480.0,277032.0,160.72
2018-11-19 00:00:00-05:00,160.17,160.33,155.18,155.62,68747114.0,361554.0,156.86
2018-11-20 00:00:00-05:00,152.14,155.03,150.95,152.9,104158545.0,520299.0,153.17
2018-11-21 00:00:00-05:00,154.94,155.6,152.97,154.06,43832597.0,189434.0,154.74
2018-11-23 00:00:00-05:00,152.83,154.51,152.83,152.95,24097549.0,100670.0,153.47
2018-11-26 00:00:00-05:00,155.09,156.56,154.44,156.48,43634659.0,185555.0,155.72
2018-11-27 00:00:00-05:00,155.63,157.4,154.84,157.01,36878039.0,172867.0,156.54
2018-11-28 00:00:00-05:00,158.14,162.06,157.04,162.06,71343552.0,275855.0,159.74
2018-11-29 00:00:00-05:00,161.39,162.6,160.26,161.53,45307331.0,201855.0,161.46
2018-11-30 00:00:00-05:00,161.76,162.8,160.95,162.71,36690770.0,150624.0,162.02
2018-12-03 00:00:00-05:00,166.29,166.49,162.84,165.55,51755459.0,226603.0,165.29
2018-12-04 00:00:00-05:00,164.64,165.15,159.01,159.2,72789216.0,295252.0,161.38
2018-12-06 00:00:00-05:00,156.07,160.34,155.41,160.33,72247175.0,337736.0,157.84
2018-12-07 00:00:00-05:00,159.59,160.54,154.53,155.03,81333009.0,380965.0,156.8
2018-12-10 00:00:00-05:00,154.77,157.34,153.14,156.65,74522550.0,393981.0,155.33
2018-12-11 00:00:00-05:00,159.14,159.25,155.85,157.17,60499287.0,291415.0,157.66
2018-12-12 00:00:00-05:00,159.53,161.01,158.47,158.56,54485484.0,246445.0,159.51
2018-12-13 00:00:00-05:00,159.53,160.26,157.58,158.6,46677453.0,234033.0,158.62
2018-12-14 00:00:00-05:00,156.77,157.37,154.38,154.6,57380064.0,276390.0,155.76
2018-12-17 00:00:00-05:00,154.1,155.31,150.03,151.24,76057741.0,341963.0,152.64
2018-12-18 00:00:00-05:00,152.43,153.66,150.86,152.19,64230709.0,283022.0,152.32
2018-12-19 00:00:00-05:00,152.01,154.4,147.31,148.45,82860947.0,353587.0,150.83
2018-12-20 00:00:00-05:00,148.09,149.74,144.47,146.3,100279055.0,496233.0,147.02
2018-12-21 00:00:00-05:00,147.04,148.03,140.95,141.76,144785307.0,664784.0,144.18
2018-12-24 00:00:00-05:00,140.8,142.57,138.22,138.26,57511327.0,261015.0,140.08
2018-12-26 00:00:00-05:00,139.82,146.97,138.83,146.89,100727184.0,508504.0,142.83
2018-12-27 00:00:00-05:00,145.07,147.58,141.71,147.46,87358989.0,441057.0,144.73
2018-12-28 00:00:00-05:00,148.38,149.91,146.18,147.38,78475613.0,354276.0,147.86
2018-12-31 00:00:00-05:00,148.83,149.32,147.13,148.63,53557128.0,237208.0,148.1
2019-01-02 00:00:00-05:00,145.47,150.06,145.37,149.22,59547619.0,278592.0,148.18
2019-01-03 00:00:00-05:00,147.03,147.66,144.03,144.35,75738901.0,353108.0,145.69
2019-01-04 00:00:00-05:00,146.62,151.27,146.2,150.52,76308837.0,338262.0,149.35
2019-01-07 00:00:00-05:00,150.82,153.06,150.41,152.32,53020832.0,213723.0,151.74
2019-01-08 00:00:00-05:00,153.73,154.26,151.46,153.69,49991092.0,222520.0,153.1
2019-01-09 00:00:00-05:00,154.3,155.62,153.64,154.95,47418051.0,197615.0,154.69
2019-01-10 00:00:00-05:00,153.76,155.48,152.9,155.39,39485082.0,184932.0,154.52
2019-01-11 00:00:00-05:00,154.46,154.98,153.95,154.82,32146022.0,123151.0,154.62
2019-01-14 00:00:00-05:00,153.5,154.12,152.8,153.45,31104038.0,140338.0,153.64
2019-01-15 00:00:00-05:00,154.13,156.66,154.07,156.45,41826309.0,187603.0,155.89
2019-01-16 00:00:00-05:00,156.69,157.8,156.36,156.42,35144742.0,147836.0,156.81
2019-01-17 00:00:00-05:00,155.93,158.36,155.67,157.65,39851887.0,165668.0,157.04
2019-01-18 00:00:00-05:00,158.83,159.96,157.84,159.21,58064254.0,213225.0,158.94
2019-01-22 00:00:00-05:00,158.06,158.14,154.89,156.02,57744616.0,231548.0,156.48
2019-01-23 00:00:00-05:00,156.82,157.54,154.46,156.23,38820642.0,179271.0,155.94
2019-01-24 00:00:00-05:00,156.72,157.47,156.14,157.24,32629348.0,134996.0,156.8
2019-01-25 00:00:00-05:00,158.47,159.6,157.96,159.12,37114038.0,158948.0,158.94
2019-01-28 00:00:00-05:00,157.07,157.16,155.84,157.15,34415648.0,152452.0,156.87
2019-01-29 00:00:00-05:00,157.24,157.28,155.11,155.67,31273071.0,126430.0,156.02
2019-01-30 00:00:00-05:00,157.42,160.21,156.94,159.63,41985788.0,199414.0,158.79
2019-01-31 00:00:00-05:00,160.56,162.82,160.39,162.02,37674963.0,169769.0,161.81
2019-02-01 00:00:00-05:00,161.26,162.44,160.89,161.33,32532303.0,137692.0,161.61
2019-02-04 00:00:00-05:00,161.39,163.34,161.22,163.34,27181070.0,109294.0,162.55
2019-02-05 00:00:00-05:00,163.55,164.98,163.49,164.78,28537941.0,130239.0,164.45
2019-02-06 00:00:00-05:00,164.81,165.11,163.55,164.29,30500248.0,113865.0,164.35
2019-02-07 00:00:00-05:00,162.86,163.26,160.85,162.08,42491516.0,200463.0,161.9
2019-02-08 00:00:00-05:00,160.64,162.43,160.49,162.4,29227634.0,137857.0,161.34
2019-02-11 00:00:00-05:00,162.96,163.39,161.84,162.25,22123413.0,105626.0,162.48
2019-02-12 00:00:00-05:00,163.4,164.89,163.14,164.65,30117142.0,114231.0,164.31
2019-02-13 00:00:00-05:00,165.35,165.87,164.58,164.76,26524020.0,111270.0,165.17
2019-02-14 00:00:00-05:00,164.16,165.55,163.63,164.97,30632624.0,129993.0,164.74
2019-02-15 00:00:00-05:00,166.21,166.26,164.89,165.66,32755893.0,136200.0,165.52
2019-02-19 00:00:00-05:00,165.13,166.49,165.12,165.99,19819786.0,79167.0,166.0
2019-02-20 00:00:00-05:00,166.13,166.76,165.06,165.96,32969244.0,134177.0,166.0
2019-02-21 00:00:00-05:00,165.5,165.97,164.47,165.35,25476950.0,120892.0,165.19
2019-02-22 00:00:00-05:00,165.7,166.69,165.62,166.57,28154860.0,117082.0,166.23
2019-02-25 00:00:00-05:00,167.84,168.28,167.07,167.18,33556628.0,128116.0,167.63
2019-02-26 00:00:00-05:00,166.72,167.89,166.5,167.36,22104703.0,99342.0,167.29
2019-02-27 00:00:00-05:00,166.6,167.45,165.49,167.25,25516295.0,107044.0,166.64
